Product Name,Concentration uM,morphology score,infection rate (%),Cell model
gallium-triquinolin-8-olate,10.0,0.77,16.5,Vero E6
gallic-acid,10.0,-0.19,109.5,Vero E6
gallamine-triethiodide,10.0,-0.13,112.0,Vero E6
galeterone,0.83,-0.05,113.0,Vero E6
galantamine,10.0,0.11,102.0,Vero E6
gadoteridol,10.0,-0.08,108.0,Vero E6
gadodiamide,10.0,-0.02,103.0,Vero E6
gadobutrol,10.0,-0.03,109.0,Vero E6
gaboxadol,10.0,0.05,106.5,Vero E6
gabexate,10.0,0.08,102.0,Vero E6
gabazine,10.0,-0.18,103.0,Vero E6
gabapentin-enacarbil,10.0,-0.02,112.0,Vero E6
gabapentin,10.0,-0.11,109.0,Vero E6
G007-LK,10.0,0.08,99.0,Vero E6
g-caryophyllene,10.0,0.05,95.0,Vero E6
G-15,10.0,0.1,96.5,Vero E6
G-1,0.83,0.15,91.0,Vero E6
fusidic-acid,10.0,0.06,98.0,Vero E6
OPC-21268,10.0,0.18,101.5,Vero E6
fursultiamine,10.0,0.07,109.5,Vero E6
furosemide,10.0,0.05,98.0,Vero E6
furazolidone,10.0,0.02,102.5,Vero E6
furamidine,10.0,-0.44,98.0,Vero E6
furaltadone,10.0,0.04,97.0,Vero E6
fulvestrant,10.0,-0.19,110.5,Vero E6
fudosteine,10.0,0.04,104.5,Vero E6
ftaxilide,10.0,-0.12,106.5,Vero E6
fruquintinib,10.0,0.01,110.5,Vero E6
frentizole,10.0,-0.08,114.0,Vero E6
FRAX486,0.83,0.1,106.5,Vero E6
FR-180204,10.0,0.26,103.0,Vero E6
FR-139317,10.0,0.26,100.0,Vero E6
FR-122047,10.0,0.21,93.5,Vero E6
FPS-ZM1,10.0,-0.0,103.0,Vero E6
FPL-64176,10.0,-0.25,118.5,Vero E6
FPL-55712,10.0,0.2,99.5,Vero E6
FPH1-(BRD-6125),10.0,0.03,113.0,Vero E6
FPA-124,10.0,-0.12,109.5,Vero E6
fosphenytoin,10.0,-0.2,123.0,Vero E6
fosinoprilat,10.0,0.08,100.5,Vero E6
fosinopril,10.0,-0.03,104.0,Vero E6
FOSFOMYCIN CALCIUM,10.0,0.0,104.5,Vero E6
foscarnet,10.0,0.2,98.0,Vero E6
fosbretabulin,0.83,0.05,112.0,Vero E6
fosaprepitant-dimeglumine,10.0,0.02,112.5,Vero E6
fosamprenavir,10.0,-0.12,109.0,Vero E6
colforsin,10.0,0.45,73.0,Vero E6
forodesine,10.0,0.16,103.0,Vero E6
formoterol,10.0,0.04,100.5,Vero E6
formononetin,10.0,0.16,105.5,Vero E6
formestane,10.0,-0.13,115.0,Vero E6
foretinib,10.0,0.15,105.5,Vero E6
fomocaine,10.0,-0.02,106.0,Vero E6
folic-acid,10.0,0.21,102.0,Vero E6
fluvoxamine,10.0,0.06,90.0,Vero E6
fluvastatin,0.83,-0.08,115.0,Vero E6
flutrimazole,10.0,0.17,108.5,Vero E6
flutamide,10.0,-0.24,111.5,Vero E6
fluspirilene,10.0,0.06,113.0,Vero E6
flurofamide,10.0,0.21,94.5,Vero E6
flurbiprofen-(+/-),10.0,0.07,106.0,Vero E6
flurbiprofen-(+/-),10.0,0.23,96.0,Vero E6
flurbiprofen-(+/-),10.0,0.11,118.0,Vero E6
fluprazine,10.0,0.07,105.5,Vero E6
flupirtine,10.0,0.03,99.0,Vero E6
fluphenazine-decanoate,10.0,-0.15,111.5,Vero E6
flupentixol,10.0,0.51,79.0,Vero E6
fluoxetine,10.0,0.54,66.0,Vero E6
5-fluorouracil,0.83,0.04,102.0,Vero E6
fluorometholone-acetate,10.0,0.08,105.0,Vero E6
fluorometholone,10.0,0.02,109.5,Vero E6
fluoromethylcholine,10.0,-0.03,114.5,Vero E6
fluorescein,10.0,0.05,110.0,Vero E6
fluocinonide,10.0,0.18,101.5,Vero E6
fluocinonide,10.0,0.0,107.5,Vero E6
flunisolide,10.0,0.1,109.0,Vero E6
flunarizine,10.0,0.36,69.5,Vero E6
flumethasone-pivalate,10.0,0.32,80.0,Vero E6
flumethasone,10.0,-0.05,110.0,Vero E6
flumequine,10.0,-0.15,115.5,Vero E6
flumazenil,10.0,0.09,88.5,Vero E6
flufenamic-acid,10.0,0.16,99.5,Vero E6
FLUDROCORTISONE ACETATE,10.0,0.04,99.5,Vero E6
fludarabine-phosphate,10.0,0.1,82.5,Vero E6
fludarabine,10.0,-0.04,107.0,Vero E6
flucytosine,10.0,-0.02,107.0,Vero E6
flubendazole,10.0,0.13,98.0,Vero E6
floxuridine,0.83,-0.06,99.0,Vero E6
flosequinan,10.0,0.2,96.5,Vero E6
florfenicol,10.0,-0.0,96.5,Vero E6
floctafenine,10.0,-0.16,105.5,Vero E6
flindokalner,10.0,0.17,99.5,Vero E6
fleroxacin,10.0,-0.04,115.0,Vero E6
flecainide,10.0,0.19,87.5,Vero E6
flavoxate,10.0,0.4,88.0,Vero E6
FK-962,10.0,0.05,110.5,Vero E6
FK-888,10.0,0.18,104.0,Vero E6
FK-866,0.83,-0.1,94.0,Vero E6
FK-3311,10.0,0.11,92.5,Vero E6
fisetin,10.0,0.11,111.0,Vero E6
firocoxib,10.0,0.22,84.5,Vero E6
firategrast,10.0,-0.05,105.0,Vero E6
fipronil,10.0,0.07,102.5,Vero E6
FIPI,10.0,-0.17,106.5,Vero E6
fipexide,10.0,-0.16,112.0,Vero E6
fimasartan,10.0,0.1,111.5,Vero E6
filgotinib,10.0,0.15,97.0,Vero E6
filanesib,0.83,-0.31,99.0,Vero E6
GSK2190915,0.83,0.23,118.5,Vero E6
fiacitabine,10.0,-0.06,111.0,Vero E6
FH1,10.0,0.24,90.0,Vero E6
FH-535,0.83,0.15,101.0,Vero E6
FGIN-1-43,10.0,-0.01,103.0,Vero E6
FGIN-1-27,10.0,-0.03,106.0,Vero E6
FG-7142,10.0,0.24,85.5,Vero E6
FG-2216,10.0,0.17,102.5,Vero E6
fexofenadine,10.0,-0.36,121.5,Vero E6
fexinidazole,10.0,-0.04,113.5,Vero E6
fexaramine,10.0,0.27,86.0,Vero E6
fesoterodine,10.0,0.1,108.0,Vero E6
ferulic-acid,10.0,-0.04,110.5,Vero E6
ferrostatin-1,10.0,0.12,94.0,Vero E6
FERb-033,10.0,0.34,76.5,Vero E6
fenticonazole,10.0,-0.01,114.0,Vero E6
fentiazac,10.0,0.08,100.0,Vero E6
fenspiride,10.0,0.21,101.0,Vero E6
fenretinide,10.0,-0.44,116.5,Vero E6
fenoxaprop-p-ethyl,10.0,-0.08,106.0,Vero E6
fenoverine,10.0,0.02,109.5,Vero E6
fenoterol,10.0,-0.01,105.5,Vero E6
fenoprofen,10.0,0.02,108.0,Vero E6
fenoldopam,10.0,0.23,95.0,Vero E6
fenofibric-acid,10.0,0.14,97.0,Vero E6
fenofibrate,10.0,0.04,101.0,Vero E6
fenobam,10.0,-0.11,107.0,Vero E6
fenigam,10.0,0.26,89.0,Vero E6
fendiline,10.0,0.77,44.0,Vero E6
fenclonine-(+/-),10.0,0.0,109.0,Vero E6
fenbufen,10.0,-0.05,104.0,Vero E6
fenbendazole,0.83,0.13,106.5,Vero E6
fenaclon,10.0,0.07,102.5,Vero E6
felodipine,10.0,0.22,112.0,Vero E6
felbamate,10.0,-0.01,99.0,Vero E6
fedratinib,0.83,-0.05,99.5,Vero E6
febuxostat,10.0,0.04,117.5,Vero E6
FCE-22250,10.0,0.05,108.5,Vero E6
favipiravir,10.0,0.09,103.5,Vero E6
fasudil,10.0,0.47,100.5,Vero E6
faropenem,10.0,0.12,92.5,Vero E6
faropenem-medoxomil,10.0,-0.12,114.5,Vero E6
farnesyl-thiosalicylic-acid-amide,10.0,0.01,110.0,Vero E6
fanetizole,10.0,-0.02,99.5,Vero E6
fananserin,10.0,-0.04,107.5,Vero E6
dalfampridine,10.0,0.08,103.0,Vero E6
famotidine,10.0,-0.09,105.5,Vero E6
famciclovir,10.0,0.14,101.5,Vero E6
falecalcitriol,10.0,0.02,95.5,Vero E6
fagomine,10.0,-0.01,105.0,Vero E6
fadrozole,10.0,0.11,102.5,Vero E6
afobazole,10.0,-0.02,111.0,Vero E6
F351,10.0,-0.05,94.5,Vero E6
ezutromid,10.0,0.17,98.5,Vero E6
ezetimibe,10.0,0.14,110.0,Vero E6
ezatiostat,10.0,0.2,78.5,Vero E6
exo-IWR-1,10.0,0.0,102.0,Vero E6
EXO-1,10.0,0.17,99.0,Vero E6
exisulind,10.0,0.1,109.0,Vero E6
exenatide,10.0,-0.03,112.5,Vero E6
exatecan-mesylate,0.83,0.05,110.0,Vero E6
exalamide,10.0,0.1,107.5,Vero E6
EX-527,10.0,0.09,103.5,Vero E6
EW-7197,10.0,0.3,109.0,Vero E6
TH-302,10.0,0.04,106.0,Vero E6
evodiamine,10.0,-0.09,100.5,Vero E6
evatanepag,10.0,-0.01,97.5,Vero E6
evans-blue,0.83,-0.05,110.5,Vero E6
evacetrapib,10.0,0.05,97.0,Vero E6
eupatilin,10.0,-0.01,109.0,Vero E6
EUK-134,10.0,-0.07,95.0,Vero E6
eucatropine,10.0,-0.1,115.0,Vero E6
etretinate,10.0,-0.11,92.5,Vero E6
etravirine,10.0,0.36,98.0,Vero E6
ETP-46464,10.0,0.22,103.5,Vero E6
ETP-45658,10.0,-0.1,114.0,Vero E6
etosalamide,10.0,0.07,104.5,Vero E6
etoricoxib,10.0,-0.14,114.5,Vero E6
etoposide-phosphate,10.0,0.1,94.5,Vero E6
etoposide,10.0,-0.11,104.5,Vero E6
etonogestrel,10.0,0.25,90.5,Vero E6
etomoxir,10.0,-0.05,109.0,Vero E6
etomidate,10.0,-0.05,110.5,Vero E6
etofylline-clofibrate,10.0,-0.16,113.5,Vero E6
etofibrate,10.0,0.1,105.0,Vero E6
etofenamate,10.0,-0.06,112.0,Vero E6
etodolac,10.0,-0.01,115.0,Vero E6
etizolam,10.0,-0.03,103.0,Vero E6
ethimizol,10.0,0.11,96.5,Vero E6
etilevodopa,10.0,-0.15,110.0,Vero E6
etifoxine,10.0,0.16,106.5,Vero E6
etifenin,10.0,0.11,109.0,Vero E6
etidronic-acid,10.0,0.12,103.0,Vero E6
eticlopride,10.0,0.43,63.5,Vero E6
ethynodiol-diacetate,10.0,-0.04,113.0,Vero E6
ethylnorepinephrine,10.0,-0.11,105.5,Vero E6
ethylenediaminetetraacetic-acid,10.0,0.06,109.0,Vero E6
ethyl-2-(carbamoyloxy)benzoate,10.0,-0.1,107.5,Vero E6
ethyl-vanillin,10.0,0.19,100.0,Vero E6
ethyl-paraben,10.0,-0.04,104.5,Vero E6
ethoxzolamide,10.0,0.2,97.5,Vero E6
ethotoin,10.0,0.22,97.0,Vero E6
ethosuximide,10.0,0.05,104.5,Vero E6
ethisterone,10.0,-0.07,107.0,Vero E6
ethionamide,10.0,0.16,101.5,Vero E6
ETHINYL ESTRADIOL,10.0,0.13,102.0,Vero E6
ethenzamide,10.0,-0.01,118.5,Vero E6
ethaverine,10.0,0.2,100.5,Vero E6
etamsylate,10.0,0.09,94.5,Vero E6
ethambutol,10.0,-0.12,109.0,Vero E6
etacrynic-acid,10.0,-0.02,98.5,Vero E6
ethacridine-lactate-monohydrate,10.0,0.09,95.5,Vero E6
ethacizin,10.0,0.01,112.0,Vero E6
eterobarb,10.0,-0.1,105.5,Vero E6
etebenecid,10.0,0.12,105.0,Vero E6
ETC-159,10.0,0.38,80.5,Vero E6
bempedoic-acid,10.0,0.02,110.0,Vero E6
etazolate,10.0,0.25,100.5,Vero E6
etanidazole,10.0,0.07,94.5,Vero E6
etafenone,10.0,0.15,97.5,Vero E6
ESZOPICLONE,10.0,-0.05,107.5,Vero E6
estropipate,10.0,0.23,99.0,Vero E6
estrone,10.0,-0.15,108.5,Vero E6
estriol,10.0,-0.01,108.5,Vero E6
estramustine-phosphate,10.0,0.07,100.5,Vero E6
ESTRADIOL VALERATE,10.0,-0.01,89.0,Vero E6
estradiol-cypionate,10.0,-0.0,99.0,Vero E6
estradiol-benzoate,10.0,-0.19,111.0,Vero E6
estradiol,10.0,-0.09,116.5,Vero E6
omeprazole-magnesium,10.0,-0.14,116.0,Vero E6
esmolol,10.0,-0.01,115.5,Vero E6
eslicarbazepine-acetate,10.0,0.14,105.5,Vero E6
ESI-09,10.0,-0.05,104.0,Vero E6
eseroline-(-),10.0,0.14,97.0,Vero E6
citalopram,10.0,-0.17,113.5,Vero E6
escin,0.83,-0.08,117.5,Vero E6
esaprazole,10.0,0.03,104.5,Vero E6
erythrosine,0.83,0.09,115.5,Vero E6
erythromycin-ethylsuccinate,10.0,-0.21,117.5,Vero E6
erythromycin-estolate,10.0,0.07,114.0,Vero E6
erythromycin,10.0,-0.17,101.5,Vero E6
erythritol,10.0,0.14,87.5,Vero E6
ertugliflozin,10.0,-0.06,107.0,Vero E6
erteberel,10.0,0.1,113.0,Vero E6
ertapenem,10.0,0.13,106.5,Vero E6
erlotinib,10.0,-0.16,115.5,Vero E6
ERK5-IN-1,0.83,0.12,100.0,Vero E6
ergosterol,10.0,0.07,104.0,Vero E6
ergocalciferol,10.0,0.06,93.5,Vero E6
erdosteine,10.0,-0.04,103.5,Vero E6
erdafitinib,0.83,0.15,108.5,Vero E6
ercalcitriol,10.0,0.03,97.5,Vero E6
erbstatin-analog,10.0,-0.21,115.5,Vero E6
erastin,0.83,-0.05,86.0,Vero E6
ER-50891,10.0,0.1,87.5,Vero E6
ER-27319,10.0,-0.14,110.0,Vero E6
equol,10.0,-0.12,113.5,Vero E6
EPZ020411,10.0,-0.05,107.5,Vero E6
EPZ015666,10.0,-0.04,100.5,Vero E6
EPZ011989,10.0,0.16,100.5,Vero E6
EPZ005687,10.0,-0.13,110.0,Vero E6
EPZ004777,10.0,-0.16,108.0,Vero E6
eptifibatide,10.0,-0.13,117.5,Vero E6
F-11440,10.0,-0.04,115.0,Vero E6
eprosartan,10.0,0.09,106.0,Vero E6
eprobemide,10.0,-0.04,108.5,Vero E6
eprazinone,10.0,0.35,96.0,Vero E6
EPPTB,10.0,0.08,102.5,Vero E6
epothilone-D,0.83,-0.1,107.0,Vero E6
epomediol,10.0,0.17,100.5,Vero E6
eplerenone,0.0,0.09,102.0,Vero E6
Epirubicin Hydrochloride,10.0,-0.04,105.0,Vero E6
epirizole,10.0,0.05,111.0,Vero E6
epinephrine,10.0,0.04,104.0,Vero E6
epinastine,10.0,0.04,113.5,Vero E6
3-alpha-hydroxy-5-beta-androstan-17-one,10.0,-0.09,108.5,Vero E6
ephedrine,10.0,-0.04,106.0,Vero E6
eperisone,10.0,0.37,80.0,Vero E6
eperezolid,10.0,0.04,112.5,Vero E6
epalrestat,10.0,0.19,106.5,Vero E6
Epacadostat (INCB024360),10.0,0.16,111.5,Vero E6
EO-1428,10.0,-0.14,102.5,Vero E6
enzastaurin,10.0,-0.01,112.5,Vero E6
entrectinib,0.83,0.13,96.5,Vero E6
GS-9973,10.0,0.19,103.5,Vero E6
entacapone,10.0,0.15,102.5,Vero E6
enrofloxacin,10.0,0.06,111.5,Vero E6
enoxolone,10.0,0.01,109.5,Vero E6
enoximone,10.0,0.1,88.5,Vero E6
enoxacin,10.0,0.12,105.0,Vero E6
enocitabine,10.0,0.13,94.5,Vero E6
enisamium-iodide,10.0,0.17,90.0,Vero E6
enflurane,10.0,0.19,98.5,Vero E6
endo-IWR-1,10.0,-0.08,98.5,Vero E6
Encorafenib (LGX818),0.83,0.05,95.0,Vero E6
enciprazine,10.0,0.07,110.5,Vero E6
EVP-6124,10.0,0.35,86.5,Vero E6
enasidenib,10.0,0.24,100.0,Vero E6
enalaprilat,10.0,-0.04,107.0,Vero E6
enalapril,10.0,0.2,96.5,Vero E6
EN460,10.0,0.18,97.0,Vero E6
emtricitabine,10.0,0.15,113.5,Vero E6
Mps1-IN-5,10.0,-0.12,105.0,Vero E6
empagliflozin,10.0,-0.16,105.5,Vero E6
emoxipin,10.0,0.14,99.5,Vero E6
emorfazone,10.0,0.18,100.0,Vero E6
emodin,10.0,0.15,106.0,Vero E6
emedastine,10.0,0.14,100.0,Vero E6
EMD-66684,10.0,0.07,106.5,Vero E6
EMD-53998,0.83,-0.18,109.0,Vero E6
EMD-386088,10.0,0.43,76.0,Vero E6
embelin,10.0,-0.04,106.5,Vero E6
elvitegravir,10.0,0.06,107.0,Vero E6
eluxadoline,10.0,0.15,117.0,Vero E6
eltrombopag,10.0,0.14,99.0,Vero E6
eltoprazine,10.0,0.04,94.5,Vero E6
ellagic-acid,10.0,0.11,94.0,Vero E6
eliprodil,10.0,0.22,87.0,Vero E6
elinogrel,10.0,0.24,87.5,Vero E6
eliglustat,10.0,0.2,92.5,Vero E6
eletriptan,10.0,0.21,102.5,Vero E6
elbasvir,10.0,-0.17,120.0,Vero E6
elafibranor,10.0,0.0,110.5,Vero E6
elacridar,10.0,0.04,102.0,Vero E6
EIPA,10.0,0.27,96.0,Vero E6
EI1,10.0,0.13,95.0,Vero E6
eglumetad,10.0,-0.05,114.0,Vero E6
EG00229,10.0,0.01,108.0,Vero E6
efonidipine-monoethanolate,10.0,0.11,85.5,Vero E6
efloxate,10.0,0.19,96.5,Vero E6
efinaconazole,10.0,0.16,92.0,Vero E6
efavirenz,10.0,0.07,108.5,Vero E6
efaroxan,10.0,0.16,95.0,Vero E6
efaproxiral,10.0,-0.1,107.0,Vero E6
EED226,10.0,0.2,83.0,Vero E6
EDTMP,10.0,0.14,103.5,Vero E6
edoxudine,10.0,0.04,107.5,Vero E6
edoxaban,10.0,0.07,94.5,Vero E6
edaravone,10.0,0.13,101.0,Vero E6
edaglitazone,10.0,0.29,90.5,Vero E6
econazole,10.0,-0.22,101.0,Vero E6
echinomycin,0.83,-0.05,96.0,Vero E6
ecabet,10.0,0.05,102.5,Vero E6
EC-23,10.0,-0.07,101.5,Vero E6
EC-144,10.0,0.18,109.5,Vero E6
Ebselen,10.0,0.24,84.5,Vero E6
ebselen,10.0,0.34,84.0,Vero E6
ebrotidine,10.0,0.02,97.0,Vero E6
EBPC,10.0,-0.14,109.5,Vero E6
ebastine,10.0,0.61,50.0,Vero E6
EB-47,10.0,0.18,100.0,Vero E6
eact,10.0,0.29,85.0,Vero E6
E7449,10.0,0.22,91.0,Vero E6
lenvatinib,10.0,0.24,100.0,Vero E6
E-4031,10.0,-0.34,115.5,Vero E6
E-2012,10.0,-0.22,112.0,Vero E6
dyphylline,10.0,0.03,96.0,Vero E6
dynole-34-2,10.0,0.66,35.5,Vero E6
dynasore,10.0,-0.11,108.5,Vero E6
dyclonine,10.0,0.35,91.5,Vero E6
DY131,10.0,-0.19,107.0,Vero E6
duvelisib,0.83,0.07,99.0,Vero E6
dutasteride,10.0,0.11,111.0,Vero E6
DUP-697,10.0,0.04,103.5,Vero E6
duloxetine,10.0,0.75,47.0,Vero E6
TP-0903,10.0,-0.14,119.5,Vero E6
DSR-6434,10.0,0.01,103.0,Vero E6
DS2-(806622),10.0,0.2,84.0,Vero E6
droxinostat,10.0,0.2,90.0,Vero E6
droxidopa,10.0,-0.1,121.5,Vero E6
drotaverine,10.0,0.16,104.0,Vero E6
drospirenone,10.0,0.18,101.0,Vero E6
dropropizine,10.0,0.03,95.5,Vero E6
droperidol,10.0,0.06,112.0,Vero E6
drofenine,10.0,0.28,99.5,Vero E6
DRF053-(R),10.0,-0.21,116.0,Vero E6
DR-4485,0.83,0.05,106.5,Vero E6
DR-2313,10.0,0.03,113.5,Vero E6
DQP-1105,10.0,-0.09,104.0,Vero E6
DPPE,10.0,0.39,71.0,Vero E6
DPO-1,10.0,0.05,101.5,Vero E6
DPCPX,10.0,0.02,105.0,Vero E6
DPC-681,10.0,0.06,112.0,Vero E6
doxylamine,10.0,0.11,96.0,Vero E6
doxycycline,10.0,0.08,104.5,Vero E6
doxycycline,10.0,0.05,89.5,Vero E6
Epirubicin Hydrochloride,10.0,-0.02,110.5,Vero E6
doxofylline,10.0,-0.12,105.5,Vero E6
doxifluridine,10.0,0.32,107.5,Vero E6
doxercalciferol,10.0,-0.08,106.0,Vero E6
doxepin,10.0,0.05,105.0,Vero E6
dovitinib,10.0,-0.0,102.5,Vero E6
dosulepin,10.0,0.19,99.5,Vero E6
dorzolamide,10.0,0.09,100.0,Vero E6
dorsomorphin,0.83,0.32,96.5,Vero E6
doripenem,10.0,0.13,100.5,Vero E6
doramectin,0.83,0.07,104.0,Vero E6
dopamine,10.0,-0.11,100.0,Vero E6
donitriptan,10.0,-0.0,100.0,Vero E6
donepezil,10.0,0.15,100.5,Vero E6
domperidone,10.0,0.0,110.0,Vero E6
domiphen,10.0,0.03,87.0,Vero E6
dolutegravir,10.0,0.08,112.0,Vero E6
dolastatin-10,0.83,0.02,106.0,Vero E6
dofetilide,10.0,0.06,111.5,Vero E6
dofequidar,10.0,0.14,89.5,Vero E6
dodecyl-sulfate,10.0,0.05,105.0,Vero E6
lauric-acid,10.0,0.19,96.5,Vero E6
docosanol,10.0,0.05,102.0,Vero E6
AGP-103,10.0,0.06,108.0,Vero E6
doconexent-ethyl-ester,10.0,0.19,88.5,Vero E6
dobutamine,10.0,-0.18,113.0,Vero E6
DNQX,10.0,0.16,100.0,Vero E6
ASA-404,10.0,-0.09,114.0,Vero E6
DMPS,10.0,0.03,102.5,Vero E6
DMP-543,10.0,-0.17,113.0,Vero E6
DMP-777,10.0,0.17,109.0,Vero E6
DMNB,10.0,-0.08,106.0,Vero E6
DMH4,0.0,0.15,96.5,Vero E6
DMH1,10.0,0.08,105.0,Vero E6
DMeOB,10.0,0.13,92.0,Vero E6
DMAB-anabaseine,10.0,0.12,96.5,Vero E6
plovamer-acetate,10.0,0.08,108.0,Vero E6
DL-Adrenaline,10.0,0.19,109.0,Vero E6
dizocilpine-(-),10.0,0.25,100.5,Vero E6
dizocilpine-(-),10.0,-0.12,111.5,Vero E6
dixanthogen,10.0,-0.04,106.5,Vero E6
ditolylguanidine,10.0,-0.29,117.0,Vero E6
disopyramide,10.0,0.16,104.0,Vero E6
AMI-1,10.0,0.02,101.5,Vero E6
metamizole,10.0,0.14,93.5,Vero E6
dipyrocetyl,10.0,0.21,85.0,Vero E6
dipyridamole,10.0,0.26,90.5,Vero E6
DIPT,10.0,0.02,110.5,Vero E6
dipraglurant,10.0,0.04,103.0,Vero E6
dipivefrine,10.0,0.13,89.5,Vero E6
diphenylpyraline,10.0,0.29,82.5,Vero E6
diphenylguanidine,10.0,0.22,98.0,Vero E6
diphenyleneiodonium,0.83,0.14,108.5,Vero E6
diphenidol,10.0,-0.11,104.5,Vero E6
diphenhydramine,10.0,0.2,86.5,Vero E6
diphencyprone,10.0,-0.05,100.5,Vero E6
diphemanil,10.0,-0.01,95.5,Vero E6
diperodon,10.0,-0.09,107.5,Vero E6
dioxybenzone,0.83,0.16,88.0,Vero E6
diosmin,10.0,-0.12,106.5,Vero E6
diosmetin,10.0,0.2,105.5,Vero E6
diosgenin,10.0,0.11,106.5,Vero E6
dioscin,10.0,0.02,101.0,Vero E6
dinoprostone,10.0,0.14,95.5,Vero E6
dinitolmide,10.0,-0.02,106.5,Vero E6
dinaciclib,0.83,-0.15,115.5,Vero E6
dimpylate,10.0,-0.04,116.5,Vero E6
diminazene-aceturate,10.0,0.32,86.0,Vero E6
dimetindene,10.0,-0.02,100.5,Vero E6
dimethisoquin,10.0,0.41,71.5,Vero E6
dimetindene,10.0,0.12,89.0,Vero E6
dimethadione,10.0,-0.06,102.0,Vero E6
dimesna,10.0,0.14,104.5,Vero E6
dimercaptosuccinic-acid,10.0,0.1,100.0,Vero E6
dimenhydrinate,10.0,-0.07,109.5,Vero E6
dimemorfan,10.0,0.37,92.5,Vero E6
dimaprit,10.0,0.25,94.5,Vero E6
diloxanide,10.0,-0.04,108.5,Vero E6
dilazep,0.83,-0.0,106.5,Vero E6
diiodothyropropionic-acid,10.0,0.21,92.0,Vero E6
"3,3'-diindolylmethane",10.0,0.08,113.0,Vero E6
dihydroxyphenylglycine,10.0,0.03,100.0,Vero E6
Dihydrotestosterone,10.0,-0.03,109.5,Vero E6
dihydrotachysterol,10.0,0.12,105.5,Vero E6
dihydrostreptomycin,10.0,-0.01,114.5,Vero E6
safingol,10.0,-0.2,117.0,Vero E6
dihydromyricetin,10.0,-0.1,108.0,Vero E6
dihydroergotamine,10.0,-0.01,103.5,Vero E6
dihydroergocristine,10.0,-0.12,117.0,Vero E6
NSC-9965,10.0,0.06,106.5,Vero E6
dihydrexidine,10.0,-0.02,101.0,Vero E6
digoxin,0.83,-0.26,98.0,Vero E6
digoxigenin,0.83,-0.0,99.5,Vero E6
digitoxigenin,0.83,-0.07,108.0,Vero E6
difluprednate,10.0,0.21,100.5,Vero E6
diflunisal,10.0,-0.15,110.0,Vero E6
difloxacin,10.0,-0.08,99.5,Vero E6
diflorasone-diacetate,10.0,0.07,113.0,Vero E6
difenpiramide,10.0,0.43,62.0,Vero E6
diethylstilbestrol,10.0,-0.1,102.5,Vero E6
diethylcarbamazine,10.0,0.03,104.0,Vero E6
dienestrol,10.0,-0.04,96.0,Vero E6
didox,10.0,0.1,96.0,Vero E6
didanosine,10.0,0.19,112.0,Vero E6
dicyclohexylamine,10.0,-0.19,113.5,Vero E6
dicoumarol,10.0,0.04,108.0,Vero E6
dicloxacillin,10.0,0.03,115.0,Vero E6
dicloralurea,10.0,0.11,106.5,Vero E6
diclofensine,10.0,0.02,106.0,Vero E6
diclofenac,10.0,-0.01,106.0,Vero E6
diclazuril,10.0,0.16,93.0,Vero E6
diclofenamide,10.0,0.3,84.5,Vero E6
dichlorophen,10.0,0.14,99.5,Vero E6
dichloroacetate,10.0,0.24,88.5,Vero E6
dichlorisone-acetate,10.0,-0.0,102.5,Vero E6
cinchocaine,10.0,0.43,88.0,Vero E6
dibenzothiophene,10.0,0.04,105.0,Vero E6
dibekacin,10.0,0.02,103.0,Vero E6
diazepam,10.0,0.09,108.0,Vero E6
diaveridine,10.0,0.19,101.0,Vero E6
diarylpropionitrile,10.0,0.14,99.0,Vero E6
diacetamate,10.0,0.12,99.5,Vero E6
DHBP,0.83,0.19,106.5,Vero E6
DH-97,10.0,-0.06,110.5,Vero E6
DG-172,10.0,-0.13,115.5,Vero E6
DFB,10.0,-0.04,111.0,Vero E6
dextrose,10.0,-0.0,109.5,Vero E6
dextromethorphan,10.0,-0.04,112.5,Vero E6
dexrazoxane,10.0,0.07,97.0,Vero E6
propranolol,10.0,0.0,101.0,Vero E6
dexniguldipine,0.83,0.02,103.0,Vero E6
medetomidine,10.0,-0.1,105.5,Vero E6
dexloxiglumide,10.0,0.09,107.0,Vero E6
ibuprofen,10.0,-0.18,113.5,Vero E6
dexfenfluramine,10.0,-0.22,111.5,Vero E6
chlorphenamine,10.0,0.1,95.5,Vero E6
DEXAMETHASONE SODIUM PHOSPHATE,10.0,0.04,99.0,Vero E6
betamethasone-acetate,10.0,-0.02,109.5,Vero E6
betamethasone,10.0,-0.02,108.5,Vero E6
detomidine,10.0,-0.19,116.0,Vero E6
desvenlafaxine,10.0,0.02,106.5,Vero E6
desoxypeganine,10.0,0.17,94.5,Vero E6
desoximetasone,10.0,0.07,91.0,Vero E6
desoxycortone,10.0,0.01,107.0,Vero E6
desoxycorticosterone-pivalate,10.0,0.12,106.0,Vero E6
deoxycorticosterone-acetate,10.0,-0.04,102.5,Vero E6
desonide,10.0,0.01,107.0,Vero E6
desmopressin-acetate,10.0,0.04,97.5,Vero E6
desmethylclozapine,10.0,0.47,53.5,Vero E6
desloratadine,10.0,0.35,76.0,Vero E6
deslanoside,0.83,-0.12,114.5,Vero E6
desipramine,10.0,0.21,81.0,Vero E6
deracoxib,10.0,0.11,112.0,Vero E6
dequalinium,10.0,0.17,94.0,Vero E6
deptropine,0.83,0.24,100.0,Vero E6
deoxycholic-acid,10.0,0.09,103.5,Vero E6
